investor_id,age_group,city_tier,risk_appetite,investment_cr,tenure_years,channel,gender
1595,46-55,Tier 1,Aggressive,0.277,5.2,Bank,M
1596,18-25,Tier 1,Aggressive,0.691,2.1,Online,M
1597,46-55,Tier 3,Moderate,0.0739,0.4,Direct,M
1598,18-25,Tier 1,Moderate,0.1702,12.3,Distributor,F
1599,18-25,Tier 2,Aggressive,0.0085,7.2,Bank,M
1600,26-35,Tier 1,Moderate,0.4144,1.4,Online,F
1601,18-25,Tier 3,Conservative,0.0135,1.4,Bank,M
1602,18-25,Tier 1,Conservative,1.3696,0.7,Distributor,F
1603,55+,Tier 1,Moderate,0.856,2.6,Direct,F
1604,55+,Tier 3,Conservative,0.8253,0.6,Distributor,F
1605,18-25,Tier 3,Aggressive,0.2256,5.2,Bank,M
1606,18-25,Tier 1,Moderate,0.1826,3.1,Distributor,M
1607,18-25,Tier 2,Aggressive,0.1711,4.6,Direct,F
1608,46-55,Tier 1,Moderate,0.4155,4.1,Direct,M
1609,18-25,Tier 2,Aggressive,0.2987,4.2,Online,M
1610,46-55,Tier 1,Moderate,0.0505,1.6,Direct,F
1611,36-45,Tier 1,Conservative,0.1364,1.8,Direct,M
1612,18-25,Tier 2,Aggressive,0.1066,0.8,Direct,M
1613,46-55,Tier 2,Conservative,0.1754,7.6,Direct,M
1614,36-45,Tier 1,Aggressive,0.4792,0.8,Distributor,M
1615,26-35,Tier 1,Conservative,1.2493,1.7,Direct,F
1616,46-55,Tier 1,Conservative,0.4137,2.8,Online,M
1617,55+,Tier 1,Conservative,0.4957,0.2,Distributor,F
1618,18-25,Tier 1,Conservative,0.6187,4.5,Distributor,None
1619,26-35,Tier 1,Aggressive,0.0895,3.7,Online,F
1620,36-45,Tier 3,Moderate,0.4142,0.5,Online,M
1621,55+,Tier 1,Moderate,1.5225,0.0,Distributor,F
1622,46-55,Tier 2,Aggressive,0.2373,1.8,Direct,F
1623,26-35,Tier 1,Conservative,0.3624,4.2,Online,F
1624,18-25,Tier 2,Conservative,0.0972,0.2,Bank,M
1625,36-45,Tier 3,Moderate,0.016,5.2,Bank,F
1626,26-35,Tier 1,Aggressive,0.0342,2.4,Distributor,M
1627,46-55,Tier 3,Moderate,0.4715,0.5,Distributor,F
1628,36-45,Tier 3,Conservative,1.8511,14.1,Bank,F
1629,55+,Tier 1,Moderate,0.0352,5.1,Distributor,M
1630,55+,Tier 1,Conservative,0.3705,4.4,Bank,F
1631,26-35,Tier 2,Aggressive,0.7572,0.5,Online,M
1632,26-35,Tier 1,Aggressive,1.0555,0.1,Online,F
1633,46-55,Tier 1,Conservative,0.3065,3.1,Direct,M
1634,55+,Tier 2,Conservative,0.617,0.1,Direct,M
1635,26-35,Tier 2,Moderate,0.6292,2.5,Online,F
1636,36-45,Tier 2,Aggressive,0.2512,8.0,Bank,M
1637,46-55,Tier 2,Aggressive,0.1839,5.5,Distributor,F
1638,36-45,Tier 2,Aggressive,0.0596,4.0,Bank,M
1639,18-25,Tier 2,Aggressive,0.0809,0.1,Bank,F
1640,55+,Tier 3,Conservative,0.4839,2.7,Distributor,M
1641,46-55,Tier 1,Aggressive,0.2333,3.5,Online,F
1642,18-25,Tier 2,Conservative,0.0089,2.3,Bank,M
1643,26-35,Tier 1,Conservative,0.2379,7.0,Direct,None
1644,26-35,Tier 2,Conservative,0.0657,1.0,Online,M
1645,46-55,Tier 1,Aggressive,0.3273,0.1,Bank,M
1646,26-35,Tier 2,Conservative,0.3057,2.2,Direct,F
1647,55+,Tier 2,Conservative,0.0279,1.8,Distributor,M
1648,55+,Tier 2,Moderate,0.4348,0.2,Bank,F
1649,55+,Tier 1,Conservative,1.0786,2.9,Bank,M
1650,26-35,Tier 3,Moderate,0.4454,2.8,Direct,F
1651,18-25,Tier 1,Moderate,0.0752,0.7,Bank,M
1652,46-55,Tier 2,Moderate,0.4558,1.4,Bank,M
1653,36-45,Tier 2,Conservative,0.2932,4.0,Online,M
1654,18-25,Tier 1,Conservative,0.3977,7.3,Bank,M
1655,46-55,Tier 1,Conservative,0.1398,3.9,Distributor,M
1656,46-55,Tier 2,Aggressive,0.1782,1.5,Bank,M
1657,26-35,Tier 2,Moderate,0.0004,1.1,Direct,M
1658,18-25,Tier 1,Aggressive,0.7004,3.2,Online,M
1659,26-35,Tier 1,Aggressive,0.44,0.5,Online,F
1660,36-45,Tier 1,Moderate,0.4506,4.7,Online,M
1661,36-45,Tier 1,Moderate,0.6133,0.4,Bank,M
1662,46-55,Tier 3,Aggressive,0.1383,0.5,Bank,F
1663,18-25,Tier 3,Aggressive,0.0393,1.4,Distributor,None
1664,36-45,Tier 2,Conservative,0.5581,0.4,Bank,M
1665,18-25,Tier 1,Aggressive,0.6383,3.0,Distributor,F
1666,36-45,Tier 1,Aggressive,0.0619,3.2,Online,F
1667,36-45,Tier 1,Aggressive,0.0571,1.2,Online,F
1668,18-25,Tier 1,Conservative,0.4695,2.4,Online,M
1669,26-35,Tier 1,Conservative,0.1129,6.6,Direct,M
1670,55+,Tier 2,Aggressive,1.189,1.0,Bank,M
1671,36-45,Tier 1,Conservative,0.1807,1.8,Bank,M
1672,55+,Tier 2,Moderate,0.5169,1.4,Online,M
1673,55+,Tier 3,Conservative,0.2055,0.7,Online,M
1674,26-35,Tier 2,Moderate,0.326,5.0,Bank,F
1675,26-35,Tier 2,Moderate,0.6734,2.3,Direct,M
1676,55+,Tier 2,Moderate,0.9528,8.3,Direct,M
1677,55+,Tier 3,Moderate,1.7992,1.7,Distributor,M
1678,18-25,Tier 2,Aggressive,1.1857,3.1,Distributor,M
1679,55+,Tier 1,Aggressive,1.0881,0.9,Bank,F
1680,36-45,Tier 3,Aggressive,0.4713,4.2,Distributor,F
1681,55+,Tier 3,Aggressive,0.8833,3.1,Distributor,M
1682,55+,Tier 3,Conservative,0.0374,0.8,Bank,M
1683,46-55,Tier 2,Conservative,1.4384,7.3,Bank,F
1684,46-55,Tier 1,Moderate,0.7583,0.3,Bank,F
1685,46-55,Tier 1,Moderate,0.0831,0.1,Online,M
1686,55+,Tier 3,Aggressive,0.3253,5.1,Direct,M
1687,26-35,Tier 1,Aggressive,0.0619,1.7,Direct,F
1688,36-45,Tier 1,Aggressive,0.5371,0.0,Online,M
1689,18-25,Tier 2,Moderate,0.849,0.7,Online,F
1690,36-45,Tier 3,Moderate,0.5896,3.2,Online,M
1691,46-55,Tier 1,Conservative,0.3483,2.6,Distributor,F
1692,18-25,Tier 1,Aggressive,0.2305,5.2,Bank,F
1693,46-55,Tier 1,Aggressive,0.2422,1.4,Bank,M
1694,55+,Tier 2,Moderate,0.8795,3.6,Distributor,M
1695,46-55,Tier 2,Aggressive,2.2056,6.2,Direct,F
1696,55+,Tier 1,Moderate,0.0594,2.1,Distributor,M
1697,46-55,Tier 2,Aggressive,0.5762,1.4,Direct,F
1698,36-45,Tier 3,Moderate,1.1882,5.0,Distributor,M
1699,26-35,Tier 1,Conservative,0.0628,0.6,Distributor,F
1700,55+,Tier 1,Aggressive,1.0279,4.3,Bank,M
1701,26-35,Tier 1,Aggressive,0.5309,1.4,Online,M
1702,55+,Tier 3,Conservative,0.5177,2.9,Bank,M
1703,36-45,Tier 1,Moderate,0.9458,4.2,Direct,M
1704,46-55,Tier 3,Conservative,0.5119,0.6,Direct,M
1705,36-45,Tier 3,Aggressive,0.4835,5.3,Bank,M
1706,46-55,Tier 3,Moderate,0.595,3.6,Bank,M
1707,36-45,Tier 1,Moderate,0.4107,8.2,Direct,M
1708,18-25,Tier 3,Moderate,0.1475,0.1,Direct,F
1709,26-35,Tier 1,Conservative,0.8792,0.6,Distributor,M
1710,36-45,Tier 3,Conservative,0.0997,3.3,Bank,M
1711,36-45,Tier 3,Moderate,0.1837,2.8,Distributor,M
1712,26-35,Tier 2,Conservative,0.0479,5.6,Online,M
1713,46-55,Tier 2,Aggressive,0.0065,1.2,Bank,M
1714,18-25,Tier 1,Conservative,0.0699,0.6,Bank,F
1715,26-35,Tier 2,Aggressive,0.5749,0.7,Distributor,M
1716,26-35,Tier 2,Moderate,1.0631,1.3,Bank,M
1717,46-55,Tier 2,Moderate,0.0848,0.1,Distributor,M
1718,36-45,Tier 3,Conservative,0.4646,1.4,Bank,M
1719,46-55,Tier 1,Aggressive,0.0341,1.4,Bank,M
1720,18-25,Tier 1,Aggressive,0.2861,5.5,Direct,F
1721,46-55,Tier 3,Moderate,0.5114,5.1,Online,M
1722,36-45,Tier 2,Moderate,0.3584,8.6,Bank,F
1723,46-55,Tier 2,Aggressive,0.0803,2.7,Bank,M
1724,18-25,Tier 1,Conservative,0.3062,0.1,Online,M
1725,26-35,Tier 1,Moderate,0.2442,0.4,Online,M
1726,55+,Tier 1,Aggressive,0.8116,2.0,Online,M
1727,26-35,Tier 3,Moderate,0.4808,3.0,Bank,M
1728,26-35,Tier 1,Aggressive,0.1247,2.4,Online,F
1729,26-35,Tier 2,Moderate,0.2533,4.2,Online,M
1730,55+,Tier 1,Conservative,0.5887,2.6,Bank,None
1731,26-35,Tier 1,Conservative,0.7156,1.2,Bank,F
1732,46-55,Tier 2,Aggressive,0.694,7.3,Bank,M
1733,55+,Tier 1,Moderate,0.4356,0.7,Direct,M
1734,46-55,Tier 1,Aggressive,0.1977,6.5,Bank,F
1735,55+,Tier 1,Conservative,0.952,5.9,Direct,F
1736,55+,Tier 2,Aggressive,0.1182,8.9,Distributor,M
1737,36-45,Tier 2,Aggressive,0.0584,3.7,Direct,M
1738,36-45,Tier 1,Aggressive,0.347,5.4,Direct,F
1739,46-55,Tier 1,Aggressive,0.8354,4.7,Online,F
1740,36-45,Tier 1,Moderate,1.5149,0.8,Online,M
1741,46-55,Tier 1,Aggressive,0.0292,9.6,Direct,F
1742,55+,Tier 2,Moderate,0.1649,6.7,Online,M
1743,46-55,Tier 3,Aggressive,0.179,6.2,Online,M
1744,18-25,Tier 2,Moderate,0.3102,6.5,Distributor,M
1745,26-35,Tier 2,Aggressive,0.3882,0.8,Online,M
1746,46-55,Tier 2,Aggressive,0.7598,2.6,Bank,M
1747,46-55,Tier 2,Aggressive,0.168,1.0,Bank,F
1748,46-55,Tier 2,Moderate,0.7257,0.6,Distributor,M
1749,26-35,Tier 3,Aggressive,0.1032,3.0,Direct,F
1750,26-35,Tier 1,Moderate,0.3191,9.6,Online,F
1751,18-25,Tier 2,Conservative,0.8757,4.2,Bank,M
1752,55+,Tier 3,Conservative,0.9502,0.2,Direct,M
1753,26-35,Tier 3,Conservative,1.1675,0.0,Distributor,M
1754,36-45,Tier 1,Moderate,0.0213,2.4,Online,M
1755,18-25,Tier 2,Aggressive,0.9785,1.0,Direct,F
1756,55+,Tier 1,Aggressive,0.3793,1.4,Distributor,F
1757,46-55,Tier 3,Aggressive,0.3432,1.3,Distributor,F
1758,46-55,Tier 3,Moderate,0.3621,9.4,Direct,M
1759,26-35,Tier 2,Conservative,0.0704,7.2,Distributor,M
1760,55+,Tier 3,Moderate,0.2147,0.3,Online,M
1761,36-45,Tier 3,Moderate,0.5618,1.4,Direct,M
1762,26-35,Tier 2,Aggressive,0.0275,0.7,Direct,F
1763,36-45,Tier 1,Conservative,0.3185,2.2,Direct,F
1764,36-45,Tier 2,Conservative,0.0987,6.8,Direct,F
1765,26-35,Tier 1,Moderate,0.6386,4.7,Direct,None
1766,55+,Tier 1,Moderate,0.1595,3.3,Direct,F
1767,18-25,Tier 1,Conservative,0.2421,2.4,Online,F
1768,36-45,Tier 2,Aggressive,0.2642,2.9,Online,F
1769,55+,Tier 2,Moderate,0.1353,7.5,Direct,M
1770,36-45,Tier 2,Aggressive,0.5373,2.0,Distributor,M
1771,46-55,Tier 2,Aggressive,0.7062,10.9,Bank,M
1772,46-55,Tier 1,Conservative,0.4048,5.2,Direct,F
1773,46-55,Tier 2,Aggressive,1.0912,3.5,Direct,None
1774,18-25,Tier 2,Moderate,0.216,1.6,Direct,M
1775,55+,Tier 1,Aggressive,0.2514,4.2,Bank,M
1776,36-45,Tier 1,Aggressive,0.0306,1.8,Distributor,F
1777,36-45,Tier 3,Conservative,0.4797,1.6,Online,F
1778,46-55,Tier 1,Moderate,0.5448,5.1,Direct,M
1779,46-55,Tier 3,Moderate,0.1147,6.6,Online,M
1780,18-25,Tier 2,Conservative,0.2693,4.3,Distributor,F
1781,18-25,Tier 1,Conservative,0.3419,2.7,Online,M
1782,26-35,Tier 2,Conservative,0.3125,0.9,Direct,M
1783,55+,Tier 2,Moderate,0.3328,0.2,Distributor,M
1784,55+,Tier 2,Aggressive,0.1543,6.8,Direct,None
1785,18-25,Tier 2,Conservative,2.7786,0.9,Direct,M
1786,55+,Tier 2,Moderate,0.272,3.5,Distributor,M
1787,18-25,Tier 2,Conservative,0.2232,2.0,Distributor,M
1788,46-55,Tier 3,Conservative,0.2189,3.7,Online,M
1789,36-45,Tier 1,Aggressive,0.6333,1.7,Direct,F
1790,26-35,Tier 1,Aggressive,0.0841,2.5,Distributor,M
1791,36-45,Tier 2,Aggressive,0.5881,2.4,Online,M
1792,26-35,Tier 1,Conservative,0.1774,0.6,Distributor,M
1793,26-35,Tier 2,Aggressive,1.2427,3.9,Distributor,F
1794,18-25,Tier 3,Conservative,0.5991,4.7,Online,F
1795,55+,Tier 2,Moderate,2.056,2.9,Direct,M
1796,18-25,Tier 2,Moderate,0.1972,0.5,Bank,M
1797,46-55,Tier 1,Moderate,0.169,1.0,Bank,M
1798,55+,Tier 1,Moderate,0.7952,1.2,Direct,M
1799,18-25,Tier 1,Conservative,0.0026,2.9,Direct,F
1800,55+,Tier 3,Aggressive,0.4374,2.1,Distributor,M
1801,18-25,Tier 3,Conservative,0.0827,0.9,Online,M
1802,36-45,Tier 2,Moderate,0.9542,3.6,Bank,F
1803,46-55,Tier 1,Aggressive,0.3815,2.3,Online,M
1804,18-25,Tier 1,Aggressive,0.8608,0.3,Direct,M
1805,18-25,Tier 1,Conservative,1.4502,1.2,Direct,F
1806,26-35,Tier 3,Moderate,0.1036,3.1,Online,F
1807,36-45,Tier 2,Aggressive,0.8179,2.3,Direct,M
1808,26-35,Tier 2,Moderate,0.2471,0.0,Direct,M
1809,36-45,Tier 2,Aggressive,0.2036,1.3,Online,M
1810,18-25,Tier 3,Moderate,0.0801,6.2,Direct,F
1811,46-55,Tier 1,Conservative,0.0739,3.6,Bank,M
1812,18-25,Tier 1,Moderate,0.0667,0.1,Distributor,M
1813,26-35,Tier 1,Aggressive,0.4433,2.8,Direct,M
1814,46-55,Tier 3,Conservative,0.962,1.3,Bank,F
1815,46-55,Tier 2,Moderate,0.8681,2.1,Bank,M
1816,36-45,Tier 1,Moderate,0.8559,1.1,Online,M
1817,46-55,Tier 1,Aggressive,0.5673,2.4,Direct,M
1818,46-55,Tier 1,Moderate,0.3844,0.8,Direct,F
1819,55+,Tier 1,Aggressive,0.3746,1.3,Direct,M
1820,26-35,Tier 1,Moderate,1.2912,1.8,Distributor,M
1821,46-55,Tier 2,Moderate,0.9322,7.6,Bank,M
1822,36-45,Tier 1,Aggressive,0.0783,0.6,Distributor,M
1823,36-45,Tier 1,Conservative,0.1323,0.9,Online,M
1824,55+,Tier 2,Conservative,0.3462,1.8,Bank,F
1825,55+,Tier 1,Moderate,0.2456,0.7,Online,M
1826,46-55,Tier 3,Aggressive,0.6897,2.6,Distributor,M
1827,46-55,Tier 1,Conservative,1.7579,0.0,Bank,M
1828,36-45,Tier 1,Conservative,0.8349,0.3,Online,F
1829,36-45,Tier 3,Aggressive,0.5921,0.7,Direct,F
1830,36-45,Tier 1,Moderate,1.0004,1.7,Direct,F
1831,18-25,Tier 2,Aggressive,0.3949,0.4,Online,M
1832,46-55,Tier 1,Moderate,0.2998,0.3,Online,None
1833,36-45,Tier 1,Moderate,0.2035,0.3,Online,F
1834,36-45,Tier 1,Conservative,0.0734,2.3,Direct,M
1835,36-45,Tier 2,Conservative,0.4225,1.6,Bank,M
1836,36-45,Tier 2,Aggressive,1.2155,1.8,Direct,M
1837,26-35,Tier 1,Aggressive,0.0735,2.7,Distributor,M
1838,36-45,Tier 1,Moderate,1.0933,1.6,Bank,F
1839,55+,Tier 2,Aggressive,1.5744,0.2,Distributor,M
1840,46-55,Tier 3,Aggressive,0.8692,0.4,Distributor,F
1841,55+,Tier 1,Aggressive,0.423,3.4,Direct,M
1842,55+,Tier 1,Moderate,0.0213,1.1,Distributor,M
1843,55+,Tier 3,Moderate,1.0597,6.6,Online,M
1844,18-25,Tier 3,Aggressive,0.0418,3.9,Bank,M
1845,46-55,Tier 2,Conservative,0.7862,4.3,Direct,F
1846,46-55,Tier 3,Aggressive,0.4682,1.2,Online,F
1847,26-35,Tier 3,Moderate,0.9715,2.5,Distributor,M
1848,18-25,Tier 1,Moderate,0.2513,0.3,Distributor,M
1849,26-35,Tier 3,Moderate,0.296,0.6,Direct,F
1850,55+,Tier 1,Conservative,0.6021,5.8,Direct,F
1851,55+,Tier 3,Aggressive,1.1368,1.0,Bank,M
1852,18-25,Tier 3,Conservative,0.0533,2.8,Bank,F
1853,36-45,Tier 2,Conservative,1.5008,1.9,Online,M
1854,36-45,Tier 1,Conservative,0.5008,1.0,Direct,M
1855,46-55,Tier 2,Aggressive,0.1055,0.7,Distributor,M
1856,46-55,Tier 2,Conservative,0.0188,2.3,Online,M
1857,46-55,Tier 3,Conservative,0.2411,1.3,Online,M
1858,46-55,Tier 3,Moderate,0.8971,0.6,Direct,F
1859,46-55,Tier 3,Aggressive,1.0214,3.9,Direct,M
1860,18-25,Tier 1,Moderate,0.2983,0.7,Direct,M
1861,46-55,Tier 3,Moderate,0.2762,0.2,Direct,F
1862,18-25,Tier 1,Conservative,0.4409,5.4,Direct,M
1863,26-35,Tier 3,Moderate,0.2232,3.3,Distributor,F
1864,36-45,Tier 1,Moderate,0.2247,3.1,Bank,F
1865,55+,Tier 3,Aggressive,0.8517,0.3,Online,M
1866,18-25,Tier 3,Conservative,1.1824,5.9,Direct,M
1867,36-45,Tier 3,Conservative,0.0984,1.2,Distributor,M
1868,46-55,Tier 2,Moderate,0.1362,0.5,Bank,M
1869,36-45,Tier 2,Conservative,0.0899,2.7,Online,M
1870,26-35,Tier 2,Aggressive,0.2555,1.7,Bank,M
1871,36-45,Tier 1,Moderate,1.669,0.8,Online,M
1872,18-25,Tier 3,Conservative,0.6269,0.0,Online,M
1873,18-25,Tier 1,Conservative,0.0217,1.8,Bank,F
1874,55+,Tier 2,Aggressive,0.1333,2.3,Distributor,M
1875,36-45,Tier 1,Aggressive,0.5409,2.5,Distributor,M
1876,18-25,Tier 2,Aggressive,0.0408,2.0,Distributor,M
1877,26-35,Tier 2,Conservative,0.7646,0.8,Distributor,M
1878,55+,Tier 1,Aggressive,0.2532,1.9,Direct,M
1879,55+,Tier 2,Moderate,1.006,2.1,Distributor,M
1880,36-45,Tier 1,Aggressive,0.1902,0.3,Bank,M
1881,36-45,Tier 2,Conservative,0.0217,0.3,Direct,F
1882,18-25,Tier 2,Aggressive,0.3102,1.2,Distributor,M
1883,46-55,Tier 1,Moderate,0.2707,6.1,Direct,F
1884,26-35,Tier 1,Conservative,0.6502,0.8,Distributor,M
1885,36-45,Tier 2,Moderate,0.1265,0.9,Direct,F
1886,36-45,Tier 3,Conservative,0.0553,0.6,Distributor,F
1887,26-35,Tier 3,Moderate,0.9922,2.3,Direct,M
1888,46-55,Tier 1,Conservative,0.8823,2.6,Distributor,None
1889,26-35,Tier 2,Conservative,0.1368,1.6,Direct,F
1890,55+,Tier 2,Conservative,0.3312,0.3,Bank,F
1891,18-25,Tier 1,Conservative,0.2513,5.9,Distributor,F
1892,36-45,Tier 1,Aggressive,1.1785,10.0,Bank,F
1893,18-25,Tier 1,Moderate,0.5879,2.2,Direct,M
1894,26-35,Tier 1,Aggressive,0.1585,12.6,Bank,M
1895,46-55,Tier 3,Conservative,0.3333,0.8,Bank,M
1896,36-45,Tier 1,Aggressive,0.728,1.4,Bank,M
1897,36-45,Tier 1,Aggressive,0.8685,6.2,Bank,M
1898,46-55,Tier 1,Conservative,0.2655,3.4,Bank,M
1899,18-25,Tier 1,Moderate,0.048,1.0,Online,M
1900,18-25,Tier 2,Moderate,0.2692,3.1,Direct,F
1901,36-45,Tier 1,Aggressive,0.2363,2.2,Online,M
1902,36-45,Tier 1,Moderate,2.7711,0.2,Distributor,M
1903,26-35,Tier 1,Moderate,0.1676,3.4,Direct,M
1904,46-55,Tier 1,Aggressive,0.047,3.0,Online,M
1905,26-35,Tier 3,Aggressive,2.2462,0.3,Bank,F
1906,46-55,Tier 2,Aggressive,0.4124,0.1,Distributor,F
1907,55+,Tier 2,Conservative,0.0564,2.1,Bank,F
1908,46-55,Tier 1,Aggressive,0.3744,2.1,Direct,M
1909,46-55,Tier 2,Aggressive,0.71,0.3,Direct,F
1910,55+,Tier 1,Moderate,0.9019,3.7,Direct,M
1911,18-25,Tier 2,Conservative,0.1469,1.1,Direct,F
1912,36-45,Tier 1,Moderate,0.0768,10.3,Online,M
1913,46-55,Tier 1,Conservative,0.0385,6.4,Direct,M
1914,26-35,Tier 3,Conservative,0.0194,1.6,Direct,M
1915,26-35,Tier 3,Moderate,0.9875,1.2,Distributor,M
1916,18-25,Tier 2,Moderate,0.2644,4.0,Direct,F
1917,36-45,Tier 1,Moderate,0.4375,2.4,Bank,M
1918,55+,Tier 3,Conservative,0.6415,1.0,Direct,M
1919,36-45,Tier 2,Moderate,0.876,3.0,Direct,M
1920,18-25,Tier 2,Moderate,0.0544,4.0,Bank,M
1921,18-25,Tier 1,Aggressive,0.8278,1.1,Online,F
1922,46-55,Tier 1,Conservative,0.5013,2.3,Distributor,M
1923,55+,Tier 2,Aggressive,0.6122,1.8,Online,F
1924,26-35,Tier 2,Moderate,2.5808,0.7,Online,F
1925,55+,Tier 3,Moderate,0.2334,10.5,Online,F
1926,26-35,Tier 3,Aggressive,0.8494,0.2,Online,M
1927,18-25,Tier 1,Conservative,0.692,2.8,Bank,M
1928,26-35,Tier 2,Aggressive,0.2703,2.8,Online,M
1929,18-25,Tier 1,Moderate,0.5639,0.3,Distributor,M
1930,55+,Tier 1,Aggressive,0.098,1.8,Direct,F
1931,55+,Tier 1,Moderate,0.4657,2.7,Bank,M
1932,26-35,Tier 2,Aggressive,0.4088,3.0,Online,F
1933,18-25,Tier 3,Conservative,0.7095,4.8,Online,F
1934,46-55,Tier 1,Moderate,0.07,2.2,Direct,M
1935,26-35,Tier 2,Moderate,0.0077,0.5,Online,M
1936,18-25,Tier 1,Conservative,0.0264,9.7,Online,F
1937,26-35,Tier 2,Aggressive,1.338,0.2,Online,M
1938,18-25,Tier 1,Moderate,0.0236,1.7,Distributor,M
1939,46-55,Tier 1,Moderate,0.0835,2.5,Distributor,M
1940,46-55,Tier 2,Moderate,1.3811,10.0,Online,F
1941,55+,Tier 2,Conservative,0.9828,3.7,Distributor,F
1942,26-35,Tier 3,Moderate,1.5454,2.5,Direct,F
1943,36-45,Tier 1,Moderate,0.3199,2.0,Online,F
1944,46-55,Tier 2,Conservative,0.0384,1.9,Bank,F
1945,18-25,Tier 3,Moderate,0.1733,0.2,Online,M
1946,26-35,Tier 1,Aggressive,0.2959,0.7,Direct,M
1947,55+,Tier 1,Conservative,0.1724,0.2,Direct,M
1948,36-45,Tier 3,Moderate,0.0425,1.4,Distributor,M
1949,46-55,Tier 1,Aggressive,1.1929,11.4,Direct,F
1950,26-35,Tier 3,Moderate,0.095,0.5,Bank,M
1951,18-25,Tier 1,Conservative,1.6713,2.9,Distributor,M
1952,36-45,Tier 2,Moderate,0.5277,6.7,Bank,F
1953,36-45,Tier 3,Conservative,0.099,5.9,Direct,M
1954,55+,Tier 1,Conservative,1.3442,0.7,Bank,M
1955,26-35,Tier 1,Aggressive,0.4715,0.3,Distributor,F
1956,26-35,Tier 3,Conservative,0.5155,0.3,Direct,M
1957,26-35,Tier 1,Conservative,0.0641,1.5,Distributor,F
1958,26-35,Tier 3,Aggressive,0.2167,4.1,Online,F
1959,36-45,Tier 2,Conservative,0.9785,4.4,Direct,F
1960,36-45,Tier 2,Moderate,1.212,5.0,Bank,M
1961,26-35,Tier 1,Aggressive,0.3558,2.6,Distributor,M
1962,46-55,Tier 3,Moderate,1.0527,1.3,Bank,F
1963,26-35,Tier 1,Aggressive,0.0453,1.8,Distributor,M
1964,46-55,Tier 1,Conservative,0.0696,2.3,Online,M
1965,26-35,Tier 1,Moderate,0.3819,9.0,Online,M
1966,46-55,Tier 1,Conservative,0.003,1.0,Bank,M
1967,26-35,Tier 1,Conservative,0.2334,0.6,Online,F
1968,55+,Tier 2,Moderate,0.0604,2.1,Direct,M
1969,46-55,Tier 1,Aggressive,0.4514,1.3,Direct,M
1970,18-25,Tier 1,Conservative,0.6957,0.1,Online,F
1971,46-55,Tier 2,Conservative,0.0599,0.4,Bank,M
1972,36-45,Tier 1,Aggressive,0.2465,11.3,Direct,M
1973,18-25,Tier 2,Aggressive,0.326,0.3,Bank,M
1974,18-25,Tier 3,Moderate,0.3033,8.0,Bank,M
1975,36-45,Tier 3,Moderate,0.1136,2.8,Distributor,F
1976,26-35,Tier 2,Moderate,0.7297,6.0,Distributor,F
1977,26-35,Tier 2,Aggressive,1.0859,1.2,Bank,F
1978,46-55,Tier 1,Moderate,0.9763,1.4,Bank,M
1979,18-25,Tier 1,Moderate,0.9975,0.9,Online,F
1980,26-35,Tier 3,Aggressive,0.2971,9.0,Online,M
1981,18-25,Tier 1,Aggressive,0.1736,0.1,Direct,M
1982,26-35,Tier 1,Aggressive,0.2791,10.8,Bank,M
1983,18-25,Tier 1,Conservative,0.2911,7.9,Online,M
1984,18-25,Tier 2,Moderate,0.5217,4.1,Distributor,F
1985,26-35,Tier 2,Moderate,0.8891,3.6,Distributor,M
1986,26-35,Tier 1,Aggressive,0.3167,0.2,Online,M
1987,26-35,Tier 2,Moderate,0.2528,1.7,Distributor,F
1988,26-35,Tier 2,Conservative,0.2831,9.1,Online,M
1989,18-25,Tier 2,Conservative,0.4535,0.7,Online,F
1990,36-45,Tier 2,Conservative,1.495,4.7,Online,F
1991,18-25,Tier 1,Moderate,2.7263,3.8,Direct,M
1992,46-55,Tier 2,Moderate,0.3483,0.9,Bank,M
1993,36-45,Tier 1,Aggressive,0.1277,7.5,Bank,F
1994,46-55,Tier 2,Moderate,0.2632,1.0,Direct,F
1995,26-35,Tier 2,Aggressive,0.5044,3.2,Online,M
1996,55+,Tier 2,Aggressive,0.0287,7.7,Bank,F
1997,18-25,Tier 1,Moderate,0.1556,3.1,Bank,F
1998,26-35,Tier 2,Aggressive,0.1155,4.3,Online,M
1999,18-25,Tier 2,Moderate,0.6379,0.5,Online,M
2000,18-25,Tier 1,Moderate,0.3835,2.0,Online,M
2001,26-35,Tier 1,Moderate,0.0954,4.6,Bank,F
2002,36-45,Tier 3,Conservative,2.1313,1.5,Direct,M
2003,46-55,Tier 2,Aggressive,0.2136,3.4,Bank,F
2004,36-45,Tier 2,Aggressive,0.2976,1.7,Direct,F
2005,55+,Tier 1,Moderate,0.3838,5.6,Direct,M
2006,46-55,Tier 2,Aggressive,1.4298,5.4,Online,F
2007,26-35,Tier 2,Aggressive,0.1458,9.9,Distributor,F
2008,55+,Tier 2,Moderate,0.2423,1.5,Direct,F
2009,18-25,Tier 2,Aggressive,0.0707,5.4,Online,M
2010,26-35,Tier 1,Moderate,1.0586,0.0,Distributor,F
2011,46-55,Tier 1,Aggressive,1.0909,0.9,Direct,M
2012,26-35,Tier 1,Moderate,0.8649,3.6,Direct,M
2013,46-55,Tier 2,Conservative,0.6479,2.1,Distributor,M
2014,46-55,Tier 2,Aggressive,0.9057,1.4,Bank,M
2015,46-55,Tier 1,Conservative,0.0399,7.3,Distributor,M
2016,36-45,Tier 1,Moderate,2.1138,6.9,Distributor,M
